No,userName,at,score,content,Sentimen
1859,muliyani muliyani,12/21/2022,5,"Memudahkan transaksi di mana pun, thanks untuk pencipta aplikasi ini ??",positif
1860,Ridwan Assegaf,12/21/2022,5,Aplikasi yang sangat membantu tolong di tingkat kan lagi kualitas layanan nya,positif
1862,Lioner leo,12/21/2022,1,Bgus.. Tidak prnah eror sangat membantu,positif
1863,Marianty Ginting,12/21/2022,5,Semoga aplikasi tidak lambat,positif
1865,syahrul funfun,12/21/2022,3,Kenapa ko setiap mau tf ke e wallet apk tidk terhubung,negatif
1866,ZOMBI,12/21/2022,4,Cukup membantu lah buat yg jauh dari kota,positif
1867,nanang khoirudin,12/21/2022,1,Saya tdk bisa bayar VA BNI dengan aplikasi ini.,negatif
1868,Pras Tio,12/21/2022,1,Aplikasi tidak bisa di buka,negatif
1869,SUPRIANTO,12/21/2022,5,Sangat memuaskan dan membantu,positif
1871,Nuraini aini,12/21/2022,5,"Kalo bagi aku Mantappp bangets pake livin mandiri,,????????",positif
1872,iyan sunarto80,12/21/2022,5,"bagus,sangat membantu&mudah di gunakan",positif
1873,Ervin Tanti,12/21/2022,5,Bank top...,positif
1874,Dwi Trisni Sunarsih,12/21/2022,5,Pokokeee juossshh,positif
1875,KIMMY APRODETTIA,12/21/2022,5,"Aplikasinya wajib d sempurnakan, data dr livin biru sudah pasti masuk ke livin kuning. Namun untuk transaksi ke no rekening yg baru aplikasi livin kuning tdk secara otomatis menyimpan. data no rek tsb. Jadi kami selaku nasabah di haruskanengisi kembali secara terus menerus jika ingin transfer. Mohon disempurnakan kembali. Kalo bisa seperti livin yg lama, setiap kali transakasi semua data secara otomatis tersimpan, jadi sewaktu mau trf dikemudian hari tdk harus mengisi dr awal kembali. Terimakasi",negatif
1876,Sudarman Damarjati,12/21/2022,5,Mudah cepat praktis,positif
1877,E BP,12/21/2022,5,Efektif dan efisien banyak membantu kepentingan mendesak,positif
1878,Astro Travel,12/21/2022,5,Sangat memanjakan user,positif
1880,RECHA PERMATA PUTRA,12/21/2022,5,"Untuk saat ini belum ada keluhan, sangat membantu",positif
1881,Usman Thea,12/21/2022,4,Ok sangat,positif
1882,Rahmat Kurnianto,12/21/2022,5,good aplikation,positif
1883,taufiq alwafi,12/21/2022,5,Oke bgt ..,positif
1884,Krisna Kuncahyo,12/21/2022,5,Praktis...dan mumpuni,positif
1885,Ida Puspitaningrum,12/21/2022,1,"Sudah diupdate, tetapi cuma tulisan Livin saja. Haduh",negatif
1886,Muhammad Kadafi,12/21/2022,1,"Tolong diperbaiki,nomor rekening penerima harus diisi ulang tidak tersimpan, keterangan untuk transaksi tidak bisa dimuat lebih banyak kata/huruf.sangat jelek & mengecewakan dibanding mobile mandiri",negatif
1887,fahrizal DE,12/21/2022,1,"Kendala pada verifikasi wajah, sudah berulang kali dan ikuti Panduan, mohon ditanggapi, Terima kasih",negatif
1889,Moch Asnan,12/21/2022,4,Sudah lebih baik,positif
1890,Irsyalia Shop,12/21/2022,5,"Mudah dipake,dan aman",positif
1891,Lili Agustin,12/21/2022,2,Aplikasi ga bisa di buka/forclose,negatif
1892,rah man,12/21/2022,5,Bermanfaat dan memudahkan ketika mau bertransaksi secara cepat dan efisien. ???,positif
1893,parlin moerank,12/21/2022,5,Mantap! Livin by Mandiri sudah menyediakan fasilitas pinjaman online jg !,positif
1894,GG GEMING,12/21/2022,3,"Kendala selalu ""belum berhasil terhubung"" saat melakukan verifikasi wajah. Sudah coba berkali2. Gimana min?",negatif
1895,Tika Tika,12/21/2022,1,"Susah login, sampai unistal gak bisa juga",negatif
1896,Shaquille Hafiz,12/21/2022,4,Memuaskan pake atm mandiri ini,positif
1897,AUFAN SAHRUF,12/21/2022,5,Membantu & mudah digunakan..,positif
1899,Arifin Sakti,12/21/2022,1,Kebanyakan update.....,negatif
1901,Bambang Sentilik,12/21/2022,1,Gak bisa masuk atau lihat menu kembali terus di suruh daptar ??æ??æ??æ,negatif
1902,Robby Febry,12/21/2022,1,"Entah gimana developer nya mau login malah minta password baru terus, udah coba berkali2 masih sama.. sebesar mandiri aplikasi kaya gini",negatif
1903,Sulai Man,12/21/2022,5,Mantap lah,positif
1904,MUSIKITA dong.mp3,12/21/2022,5,"Sudah bagus, tambahin dong kalau ada orang Tf ada pemberitahuan",positif
1905,Erna Susilawati,12/21/2022,5,"Livin banyak membantu saya dalam bertransaksi. Livin luar biasa, Livin membuat hidup saya terasa lebih mudah... Liv in my world...????????????",positif
1906,Samury Hamid,12/21/2022,1,Gmna si ni aplikasi. Saya baru ganti hp. Saya masukin data yg bener tp dia bilang data gak sesuai. Kan aneh...sekalinya bisa minta vermuk tp gak bisa2 masuk,negatif
1907,Rusdi Ansyah,12/21/2022,5,Sangat bagus ???,positif
1908,Fernidia Siburian,12/21/2022,1,Voucer nya ga keluar!,negatif
1909,Muhammad Isa,12/21/2022,2,"Lemot bgt buka aksesnya, payah",negatif
1910,pranoto hadi,12/21/2022,5,"Bagus buat transaksi, mempermudah pengguna, keamanan OKE.",positif
1911,Ahmad Among,12/21/2022,5,Sangat membantu dalam banyak urusan terimakasih ??????,positif
1912,fitri,12/21/2022,5,Good Pelayanan,positif
1913,Ayu Hen,12/21/2022,5,Kenapa mala gak bisa dibuka aplikasi livinnya,negatif
1915,etha Nursanti,12/21/2022,1,"Setelah update malah sering susah buat login, sering hang juga , kenapa bank sekelas Mandiri bikin nasabah repot",negatif
1916,Adit Ya,12/21/2022,4,"Versi terbaru ga bisa di buka, tolong perbaiki",negatif
1918,Felmmy Dethan,12/21/2022,5,"Sangat membantu dalam beberapa aspek, trims",positif
1919,Andri Pekey,12/21/2022,5,Sangat membantu. Trims.,positif
1920,Bang Rosid,12/21/2022,5,"Sangat membantu, terima kasih",positif
1921,Miswar Jie,12/21/2022,1,Sering ngak bisa log in terus kalau mau transfer no reknya gak ke simpan,negatif
1922,Dony sidharta,12/21/2022,5,Gampang digunakan,positif
1923,Erni Eyex,12/21/2022,5,di livin memang gk ada menu pinjaman nya,negatif
1924,Anton Bustomi,12/21/2022,5,"Aplikasi secepat kilat,mantabs,maju terus livin mandiri",positif
1925,Fizr motovlog,12/21/2022,3,Tolong di perbaiki masa untuk trasfer tidak bisa,negatif
1927,Amin Munfarid,12/21/2022,5,Aplikasi yg Sangat membantu,positif
1928,H.M Ki Hendarto,12/21/2022,5,Mengapa setelah di perbarui malah lemot yah,negatif
1929,Tumpak harahap,12/21/2022,5,"Livin Mandiri benar2 membantu dalam setiap aktifitas ku, bravo mandiri",positif
1930,Aidil Syah,12/21/2022,1,"Mau transfer makin ribet karena pengiriman baru tak tersimpan di beranda, dan pengisian top up juga jadi ribet harus nulis dr awal,",negatif
1932,ikbal ar'rasyid,12/21/2022,3,"Terakhir update tgl 11 Desember 2022 sekarang di suruh update lagi, masa cuman berselang 11 hari di suruh update lagi coba dong jangan update terus, ngabisin kouta tau",negatif
1934,Jumasih,12/21/2022,5,Sangat membntu,positif
1936,Sri Ningsi,12/21/2022,3,"Jangan sering2 update, capek, takut juga.",negatif
1937,Jamsurulloh Ijam,12/21/2022,5,Sangat membantu memudahkan segala urusan tanpa ribet,positif
1938,Ketut Andriana,12/21/2022,4,Trus*an updt,negatif
1939,Zhan Aziz,12/21/2022,5,Semua ada di satu aplikasi. Livin emang keren ???,positif
1941,edy satria,12/21/2022,5,Lebih mantap semakin di bagusin lagi,positif
1942,deddy setiawan,12/21/2022,3,Kebanyakam update terus,negatif
1943,Rey Ska,12/21/2022,5,Enak aj pake livin ga ribet buat ambil uang ke atm jauh dari tempat saya soal ny,positif
1944,Zaqilah Qilah,12/21/2022,5,Aplikasi yang sangat membantu mksih livin'by Mandiri,positif
1945,Dyan Dyan,12/21/2022,2,Makin di upgrade makin ga bsdibukak. Kecewa,negatif
1946,Muhammad Nazir Habibie,12/21/2022,1,UPDATE WOY INI KELUAR MULU PAS KLIK APLIKASI,negatif
1948,Menarakita Karo Karo,12/21/2022,5,Oke banget serba mudah,positif
1949,Mulyadi Mulyadii,12/21/2022,4,"Mantap,klu bisa di tinggkatkan lgi",positif
1950,sholihatun akmalia,12/21/2022,5,Sangat membantu segala transaksi,positif
1951,Florentina Rezario Anggraini,12/21/2022,4,Biasa aja kadang lemotnya,negatif
1952,Sofina Psychologist,12/21/2022,5,"Baik sekali, blm ada kendala sama sekali",positif
1954,Triady Coy,12/21/2022,5,sangat membantu masyarakat,positif
1955,buyung macho35,12/21/2022,5,Alhamdulillah dengan adanya apl Livin ini dapat dengan mudah bertransaksi,positif
1956,Anis saali 45,12/21/2022,2,Kebanyakan update Bosen,negatif
1957,Rukhiyat s,12/21/2022,4,Mudah utk bertransaksi,positif
1958,Lasrin19 Ranti,12/21/2022,5,Luar biasa Sangat membantu,positif
1960,Nekat mancing,12/21/2022,5,Apk mantap,positif
1963,Irfan F Komarudyn,12/21/2022,5,Mantaappppp,positif
1964,anang solider solider,12/21/2022,5,Bagus buat bismis,positif
1967,larasati feb,12/21/2022,5,Bagus mempermudah akses,positif
1968,Khanza Hilmiya,12/21/2022,1,"Sering fc, gk bisa di buru buru",negatif
1969,Iwan 7,12/21/2022,2,Kok setelah saya update apk nya malah gak bisa dibuka...ngeblank...gimna ini..,negatif
1970,Muhammad Ridwan,12/21/2022,5,lebih memudahkan,positif
1971,Surni Elita,12/21/2022,5,Livin by keren,positif
1972,Beny Wahyudi,12/21/2022,1,Update aja terus sampe 10 GB.... Ngabisin memori aja,negatif
1973,herry her,12/21/2022,5,Okay,positif
1975,Wachidil Qohari,12/21/2022,5,Sangat membantu transaksi...,positif
1976,herlan januari,12/21/2022,4,Livin by mandiri...mantap???,positif
1977,Ike Ratmi,12/21/2022,5,Sangat puas karena pelayanan dan aplikasinya bagus,positif
1978,Melly Silvia Andayani,12/21/2022,1,"Habis update malah susah masuk ke aplikasi, abis login baru 1 detik keluar terus dari aplikasi. Burikkkk",negatif
1979,Iputu Yudi Artha,12/21/2022,5,Mempermudah transaksi antar bank saya suka aplikasi ini,positif
1981,Umsiyah 85,12/21/2022,5,Lebih mudah bertransakai pengecekan jg gampang,positif
1982,Wais Albani,12/21/2022,2,"Sebelumnya sangat baik, sejak sdh up date... Living mandiri susah login dan sering keluar sendiri, Ujungnya2 harus ke Atm atau ke Bank Lain... Mohon solusi utk bisa di perbaiki kembali aplikasinya",negatif
1984,Shinta Savitri,12/21/2022,5,"Sangat membantu sekali,,,transaksi lebih mudah,dapat dilakukan di mana saja,,,tidak harus setiap kali ke ATM,,,Terima Kasih Livin' by Mandiri,,,",positif
1985,Muhammad Husaidi,12/21/2022,5,Praktis dan mudah,positif
1986,Rizqieya MSGLOW,12/21/2022,5,Aplikasi nya sgy bermanfaat,positif
1989,result aoki,12/21/2022,5,Semoga aplikasi lebih baik lagi kedepannya tks,negatif
1990,Aisyah Citty,12/21/2022,1,Tailah... Udah verifikasi ribuan kali tetep ga bisa... Udah telp 14000... Udah ke kantor cabang tetep ga bisa... Padahal ud di ACC data bener semua ..,negatif
1993,Rustina Wati,12/21/2022,1,"Gmn sich livin di buka kok muter terus,,emng lg hang ya",negatif
2001,dwiy arif,12/21/2022,1,"Sangat buruk, verivikasi wajah katanya tidak ada koneksi internet, dah pake paket data ataupun wifi, tetap sama saja,",negatif
2002,Made ??Blii made? ChoiAch,12/21/2022,5,Semua lebih mudah dan lancar pakai livin by mandiri,positif
2003,Niajaya Jaya,12/21/2022,5,"Apl nya gampang di gunkan, ,mantap dh",positif
2004,Delva Susanti,12/22/2022,1,Update teroooosssss,negatif
2005,Martha Waita,12/22/2022,1,Aplikasi ini kenapa harus terus-menerus di Update??,negatif
2006,Intan Wispi,12/22/2022,3,"Aplikasi nya bagus sih tp tolong dong ini kok update mulu sih, baru juga bln kemaren update udah update aja skrng",negatif
2007,Nabila Yasmin,12/22/2022,2,Ribet tiap bulan harus updates,negatif
2008,Ayala Cena,12/22/2022,5,"Aplikasi yg bagus, tp setelah d apdet susah bukanya, padahal saya pake jaringan wifi, jauh lebih bagus yg lama, udah kasih bintang 5 tp aplikasinya makin jelek",negatif
2009,Rosim rodiyana95,12/22/2022,1,Makin sini bukan makin bagus mlah tambah gk jelas,negatif
2010,Bahtiar faqih,12/22/2022,3,Kebanyakan Update!!!!!,negatif
2011,Undi Karyana,12/22/2022,1,Fitur lama lebih ok dripada fitur sekarang..up bukangnya nambah mantep malah nambah mingslep(jelek),negatif
2012,Ramli Lebu,12/22/2022,2,"Update mulu, tapi di lihat ga ada perubahan, klu minta update itu harus ada perubahan di uplikasi ini, ini baru berapa hari update, sekarang minta update lagi, gimn si aplikasi ini..tolong sampaikan admnya biar kita tau jawabannya.",negatif
2013,Renita Sari,12/22/2022,1,"belum sebulan pake livin udh harus d update,bca ga kaya gini loh,ribet klo trus d udate,lihat bca dong lancar jaya ga ribet,ga memuaskan pokonya,males pake livin,",negatif
2015,sindi patika sandi,12/22/2022,4,Aplikasi nya susah dibuku,negatif
2016,Ika Alifah Mahendra,12/22/2022,1,"Kenapa ya Livin ini jadi lebih sering Update? Sedari Livin LoGo Biru, di LoGo kuning ini sya sudah beberapa kali disuruh Update.",negatif
2017,Saidatul Abidah,12/22/2022,2,Jangan terlalu sering sering untuk disuruh aptudate min,negatif
2018,Plaju bae,12/22/2022,5,Bagus sangat membantu,positif
2019,shodiq syahril,12/22/2022,1,Update nya terlalubsering jadi merepotkan,negatif
2020,Lusiana Kristina Naibaho Naibaho,12/22/2022,3,"Nyesel banget upgrade terus tapi selalu lemot dibuat., JD ga nyaman pake Livin... Ada yg penting banget pun ga bisa... tolong dong diperbaiki lgi",negatif
2021,Dodoi Dodoi,12/22/2022,1,Bnyak updte bkny mkin bgus mlah jdi jelek,negatif
2022,sidik samsudin,12/22/2022,1,Aplikasinya ngk bisa dibuka,negatif
2023,Ali Fauzan,12/22/2022,1,Terlalu sering update bikin ribet,negatif
2024,R Wilinsih,12/22/2022,2,Updatenya sering bngat,negatif
2025,Bunbun 80,12/22/2022,1,Kenapa livin kuning jadi susah si klik setiap mau klik langsung keluar gk bs d akses.. Tolong penjelasan nya.,negatif
2026,Tengku beiby Beiby adriani,12/22/2022,2,Bolak balik hrs di update.. Muak..,negatif
2028,fosil,12/22/2022,5,sangat berguna.,positif
2029,Nurul iman,12/22/2022,3,Keseringen Update,negatif
2030,Tukul Warsito,12/22/2022,3,Josss,positif
2031,sani Cam,12/22/2022,2,"perasaan tiap minggu di suruh update mulu deh, ada apa apanya juga gak. sama aja ky sebelum nya. malah gede gedein sizee aja",negatif
2032,Andie Andi,12/22/2022,1,Setalah d update muter2 trs makin g jelas sy kasih bintang 1 kurang puas,negatif
2033,Wiwik Wulandari,12/22/2022,1,Kenapa susah sekali untuk di update,negatif
2034,Bj Suho,12/22/2022,1,"Aplikasinya tidak ramah untuk hp yang kentang, karena harus terus di update, sebaiknya untuk seterusnya jangan terus terusan minta update, karena kasihan untuk yang hpnya kentang ????",negatif
2035,Adi Karawinata,12/22/2022,1,Aplikasinya mental terus keluar waktu di klik. Pdhl MBankning lain lancar.,negatif
2036,erna sirait,12/22/2022,5,Mudah dan cepat,positif
2039,dewi cahya,12/22/2022,3,Keseringan minta update apl nya..,negatif
2040,MOH. IQBAL TRIHIDAYAT,12/22/2022,5,Semakin keren,positif
2041,Ang Kringan,12/22/2022,1,"Tiap gajian pasti pembaruan, taii emang ente tukang nyimpen duit kekurangan duit?",negatif
2042,Ramlah Rusdi,12/22/2022,2,Upgrade mulu,negatif
2043,Sahala Siahaan,12/22/2022,1,Susah upload ulang,negatif
2044,Farid Mulkani,12/22/2022,2,Update terus... sampai bosan,negatif
2045,fitriana ridwan,12/22/2022,2,"tiap bulan harus di update truss,,?????????",negatif
2046,Mardi Mardi (Keluarga sellu bahagia),12/22/2022,3,Kurang puas pake livini,negatif
2047,yuke yudi,12/22/2022,5,"Memudahkan, cukup puas",positif
2048,Hani Hanifah,12/22/2022,1,Cape ah tiap kali mau buka harus update teroooosssss,negatif
2049,Zarma Desien,12/22/2022,3,"Bagus, memudahkan",positif
2051,kiagoes. edys,12/22/2022,5,"Sangat membantu,yang penting pengamanan uang yg ada.biar tidak mengecewakan nasabah.",positif
2054,Alfian Navigo,12/22/2022,1,awalnya bagus digunakan sampai ke luar negripun aman bahkan hanya dengan wifi bisa transaksi tapi setelah update jadi eror tidak bisa transaksi eror di pin berapa kali coba tetap tidak bisa saya lama pakai aplikasi mandiri sekarang kecewa sekali..,negatif
2055,HERMAN SILA,12/22/2022,5,"Livin By Mandiri memang Keren, Hebat ??????",positif
2056,Room doney,12/22/2022,5,solusi tepat m banking ???,positif
2057,Syifa Rizki,12/22/2022,1,Setiap bulan harus update....bikin ribet,negatif
2058,Helmi's journey,12/22/2022,2,"Terlalu sering update, mengganggu kenyamanan n penyimpanan",negatif
2059,mira,12/22/2022,2,"Ini gi mna yah, di updet susah di instal susah di akses, sudh berkali kali di updet susah di instal smpe seharian ga bs d buka SM sekali, tolong dong perbaikin lagi",negatif
2060,Deni Hermawan,12/22/2022,1,Habis update .Livin .sekarang malah berat sekali buka aplikasinya .. Tolong perbaiki lagi ..,negatif
2061,Bambang Fairuzi,12/22/2022,5,Alhamdulillah diberi kemudah ????????????,positif
2062,Abyan Ahmad,12/22/2022,5,Memudahkan segala transaksi keuangan,positif
2063,Efin,12/22/2022,1,di ubdate lebih buruk,negatif
2065,Noer Khozien,12/22/2022,5,Sangat membantu.,positif
2066,Putu Wisnu ardi.F.,12/22/2022,1,Mengecewakan,negatif
2067,Ria,12/22/2022,5,Mudah pengoperasiannya,positif
2068,Siti Uswatun Hasanah,12/22/2022,1,Kenapa harus diperbarui trs sih ka,negatif
2069,Alwi Alfaed,12/22/2022,5,Ok kok,positif
2071,Ibu Tiyi,12/22/2022,1,Gimana ini solusinya sudah update la suruh update lagi nggk bisa ke buka lgi,negatif
2073,Abdul Jabar,12/22/2022,5,"Masa baru beberapa Minggu sudah minta d uptade lagi,",negatif
2074,kumel green,12/22/2022,1,"W kasih bintang 1 ya, Klo ga salah ini BANK NEGERI, Masa kalah ma yg lain pa lg BC_ JARANG BANGET UPDATE...NYARI DUIT DI GOOGLE JUGA...WKWKWKWK",negatif
2075,Agus Setiawan,12/22/2022,5,"Livin mandiri makin oke,terus berinovasi berikan yg terbaik",positif
2076,Yeni Kerisah,12/22/2022,1,Stelah di upgrade barusan gak bisa login aneh bgt,negatif
2077,Baduen Nauyagir,12/22/2022,3,"Kenapa 2 bulan pemakaian app Livin lancar2 saja tapi bulan berikutnya lelet sampai pusing mau transaksi, tolong diperhatikan lagi agar pelanggan Living tdk merasa kecewa",negatif
2078,Kadek Twinta,12/22/2022,3,"Jangan asal ditutup aja livin biru, ini livin kuning banyak kurangnya, terutama pembayaran multipaimen nya dikit amat, gak kayak livin biru lengkap",negatif
2079,Indra Syahputra Sipayung,12/22/2022,3,Baru di update kog jadi gak bisa dibuka bukannya makin bagus jadi makin ribet dah,negatif
2080,munir ad-dakhil,12/22/2022,1,sangat kecewa bukanya di upgrade jadi tambah optimal malah tambah eror ga jelas,negatif
2081,Edwin Parulian Subagja,12/22/2022,1,Sepertinya setiap membuka pada malam hari selalu ad gangguan,negatif
2082,"Andi Iswanto S, Ars",12/22/2022,4,Update terus,negatif
2083,Sinta Sin,12/22/2022,1,setelah apdet ini kgika malem banyak efor ssgala mcet tolong buat lifin di perbaiki lagi,negatif
2084,Itto Arif ??Itto24? Nurmansyah,12/22/2022,1,"Susah login malahan, pakek sidik jari jga gak responsif sama sekali. Malah sekarang disuruh ganti password dulu. Malah gak bisa terhubung juga",negatif
2085,Soraya Ulfha,12/22/2022,1,Knp skrg gk bisa d buka??,negatif
2086,ROUP ARDHANI,12/22/2022,1,Payahhh gangguan muluuu,negatif
2087,Arbalest,12/22/2022,2,"Kalo tengah malam sering gangguan lah offline lah, payah gak 24 jam kaya apk sebelah",negatif
2088,Saeful Albaehaqi,12/22/2022,1,Kenapa ya setelah di update bukannya bagus malah makin bapuk ???­???­,negatif
2089,Ari Agustiawan,12/22/2022,1,Setelah di update bukanya tambah bagus performanya malah tambah susah semua mau transaksi. Mau tup up pulsa aja sangat lama nunggunya ga selesai2 prosesnya. Bagusan belum di update. Tolong dong diperbaiki performanya. Takutnya lagi penting.,negatif
2090,Dewi Ratna,12/22/2022,2,"Nyesel pake mandiri mempersulit nasabah ,,,",negatif
2091,Aas Chisa,12/22/2022,1,Otw tutup rekening.,negatif
