userName,at,score,Sentimen,content
Yumidar Yumidar,12/21/2022 22:01,5,negatif,Setelah di update malah tidak bs di buka
Yupi Astika,12/21/2022 22:05,3,negatif,Tiga aja saya top up e toll kok gak masuk padahal sudah tertulis berhasil sampai toll kartu saya masih gak isi
Abdul hamid Latupono94,12/21/2022 22:10,5,positif,Sangat puas
R2 A_A,12/21/2022 22:11,5,positif,Suka SM aplikasi ini
arman hutabarat,12/21/2022 22:14,2,negatif,Lama lama makin ga jelas nih livin
Siti Istinganah,12/21/2022 22:14,3,negatif,"Sayang nya sekarang terlalu banyak potongan,masak dlm satu bulan potongan ini itu sampai 20 ribu bunga bank nya gak ada"
iin Subiyantoro,12/21/2022 22:18,5,positif,Ok banget bisa lihat transferan masuk
Nasfi Sakbany,12/21/2022 22:19,4,negatif,Sering log out sendiri aplikasinya..bagusan yang dulu min
alibaham temongmere,12/21/2022 22:19,5,positif,Pelayanan aplikasi ini cukup Baik
Akhmad vivoo,12/21/2022 22:20,4,positif,"Sangat baik sekali,sangat membantu nasabah di berbagai teransaksi onlene."
Wawan Setiawan,12/21/2022 22:21,1,negatif,Haayoh we di update di tiap bulan rudet
Septiani Pasaribu,12/21/2022 22:25,1,negatif,Tambah hancur aplikasi livin nya mau di buka update setelah di update tinggal pemasangan malah ga bisa
tanpo wujud,12/21/2022 22:27,1,negatif,kecewa sangat sama aplikasi ini..
Rizal Mufty,12/21/2022 22:28,2,negatif,"Gabisa liat data diri lengkap secara langsung, jadi harus 1"" diliatnya. Ga kaya buku tabungan, dan di Livin ini gaada alamat, kalau bisa ttg data diri bisa ditambahin biar lebih mudah mulai dari nama sampe tgl cetak kalau bisa sesuai dengan buku tabungan. Kadang erorr jugaa, tolong dong berbenah lagii"
makan banyak,12/21/2022 22:30,1,negatif,"Kirain d update lebih mudah ternyata tambah sulit saya tidak bisa melakukan transaksi,,apa lg transaksinya mau cepat apa lg buat ibu2 yg gaptek ????"
Yuni Kania,12/21/2022 22:32,5,positif,Sangat membantu
Ivatul Mardiyah,12/21/2022 22:36,5,positif,Good
Ahmad dodik Setiawan,12/21/2022 22:39,1,negatif,Update terosssssssssssssssssss
Redmi 10,12/21/2022 22:39,1,negatif,"KESALAHAN 1 , TAPI SANGAT MERUGIKAN SEKALI , JAM TRANSFER DI LIVIN PENERIMA , IT GIMANA SIH , ini bank sekelas mandiri loh , bukan bank harian"
Asep Jihans,12/21/2022 22:40,5,positif,Sangat bagus
Andri Novarianto,12/21/2022 22:41,5,negatif,"Semoga mandiri segera niru kompetitor, bisa ambil duit & transaksi di atm dr hp"
Hanifah Sani,12/21/2022 22:41,4,positif,Good
ButarButar brHotang,12/21/2022 22:45,5,positif,Memudahkan utk melihat saldo dan uang yg masuk
Wulandari Wilan,12/21/2022 22:46,5,positif,Good
Dede Saputra,12/21/2022 22:48,5,positif,Sangat membantu sekali menggunakan livin..
Wahyu Ningsih (Nining),12/21/2022 22:50,5,positif,oke
Anwar Cole,12/21/2022 22:52,1,negatif,Setiap buka aplikasi ini harus abdate terus ????
fitri kurniawati,12/21/2022 22:52,3,negatif,Kok minta update terus sih
Nora Vicella,12/21/2022 22:54,5,positif,Sangat bagus
pejuang receh,12/21/2022 22:54,4,negatif,Kebanyakan di update
Devi Safriani,12/21/2022 22:58,5,negatif,Knp skrg Livin susah banget d update ?
Iwan Ragill,12/21/2022 23:01,5,positif,Mempermudah penggunaan
Atmita Kameliasari,12/21/2022 23:02,5,positif,Mantap
Eel Pras,12/21/2022 23:03,5,positif,Ok
"Yusnainy Mustafa,S.Farm,Apt,MKes",12/21/2022 23:04,2,negatif,"Diupdate aplikasi nya, hrs hapus aplikasi yg lain, sdh dihapus tp ttp tdk bisa update.... menyulitkan sj"
Fadly Adhie,12/21/2022 23:05,5,positif,Okey
asep salim,12/21/2022 23:06,5,positif,Ok sangat bagus
salmah Samiun,12/21/2022 23:09,2,negatif,"Belom daa sebulan dah minta update lg aja, dah gtu lemot bgt lg, ada m bangkin bukan mempermudah mlah d bkin lemot..."
Rahmawirna Muis,12/21/2022 23:14,5,positif,"Paling top, aplikasi simple"
Muhammad Nabil,12/21/2022 23:16,1,negatif,"Sangat buruk, buruk sekali"
Nanih Rokayah,12/21/2022 23:18,5,positif,sangat memudahkan dalam segala hal
Irfan Yunistiono,12/21/2022 23:20,1,negatif,Keseringan update
Sari Fla,12/21/2022 23:21,2,negatif,Kenapa selalu update...????
Dende Aufa,12/21/2022 23:25,2,negatif,Akun y seringkali minta di update
Yulis Abdullah,12/21/2022 23:28,5,positif,Aplikasi yang mempermudah transaksi
Zuarty Yatim,12/21/2022 23:31,5,positif,Nice app
Riyad Chandra,12/21/2022 23:33,1,negatif,"Awalnya lancar, tapi setelah update crash terus..... Ini x ketujuh saya instal livin yang baru, semoga lancar. Kalo lancar bintangnya saya rubah lagi"
Agung Widodo,12/21/2022 23:34,3,negatif,"Saat buka Livin' tapi nggak punya kuota tapi harus update, kok ditodong WAJIB update kok tega sekali nggak diberi opsi ""LATER/LAIN KALI"". Tak semua user selalu siap dengan kuota, Tahu?"
1000 Manfaat,12/21/2022 23:36,1,negatif,Update nya susah
Zainal Arifin M,12/21/2022 23:36,3,positif,Mantap
Nila Wijayanti,12/21/2022 23:37,1,negatif,"Selalu minta update ,kalo ruang penuh masak wa disuruh hapus..gimana sih"
Zulkowi Kowi,12/21/2022 23:38,4,negatif,Pada resi pengisian pulsa tidak bisa dikasih keterangan.harusnya bisa
Abdul Rohman,12/21/2022 23:40,3,negatif,Ini aplikasi celamitan. Sebentar?? minta di update terus.
Hartini Tini,12/21/2022 23:43,3,negatif,"Harus selalu di update padahal baru seminggu yg lalu, terus gak masuk masuk...ganti pasword baru lagi dan lagi.."
Dhyanermi Sari,12/21/2022 23:44,5,positif,Cepat dan bagus
Iis Rani,12/21/2022 23:47,4,positif,Suka Livin yg biru lebih simple
gibew boy,12/21/2022 23:47,4,negatif,"Keseringan update, fitur masih kurang simple"
Romelah Rejo,12/21/2022 23:50,5,positif,M.Banking Mandiri Luar Biasa Setia Di Setiap Suasana
Herry BM,12/21/2022 23:53,2,negatif,Mengapa semakin patah aplikasinya....diupdate bukan makin cepat malah ngak bisa dibuka .... ulasannya ngak pernah ditanggapi ????????????
Pelangi Lamin,12/21/2022 23:54,1,negatif,"Setelah di update pertengahan Desember 2022. Livin nya susah di akses, terutama untuk transfer dan top up."
Isnatul 18,12/21/2022 23:55,1,negatif,Setiap bulan livin suruh update terus... Enak an yang dulu pokok
Paltituru,12/21/2022 23:57,5,positif,Lebih dipermudah
aji sukmajaya,12/21/2022 23:59,5,negatif,Loading mulu
Muhammad Choiri,12/21/2022 23:59,5,positif,Sangat membantu bisnis saya
mulyani -,12/21/2022 23:59,5,positif,"Memudahkan dalam melakukan transaksi, semoga tambah maju lagi untuk kedepannya.."
AW,12/22/2022 0:17,1,negatif,nyaman pake versi yang lama...yang ini ribet dan jelek.
Sarif Udin,12/22/2022 0:22,1,negatif,"Bad application, baru verifikasi sdh hang"
Nurayni Despita,12/22/2022 0:27,2,negatif,Kemarin saya tf sukses tapi knp tidak masuk apakah livin bermasalah???
Khoerul Tsani,12/22/2022 2:00,5,positif,Fiturnya lengkap
Melpa Haloho,12/22/2022 2:05,1,negatif,Knpa harus tiap bln update dan makin update makin susah logingnya.. Ini mau keburu transaksi susah bgt..update gak bisa2..????????
Iron Ruteng,12/22/2022 2:06,4,positif,Sangat penting
Sri Hadianti,12/22/2022 2:08,2,negatif,"Kenapa sering update ya? Jika dirasa belum banyak fitur handal jangan dulu user disuruh update, nanti aja sekaligus update nya jangan sedikit sedikit"
Zainul Arifin,12/22/2022 2:09,5,positif,bagus dan suka
I drank tea too much,12/22/2022 2:10,1,negatif,Terlalu sering diupdate. Ini primary app yang sebenarnya bisa dibikin simple karena fungsi utamanya kan untuk transaksi. Lebih suka yang biru. Hp saya penyimpanannya terbatas jadi ini sangat memberatkan.
suki tjhang,12/22/2022 2:10,1,negatif,"Semakin sering di update, semakin ga jelas fiturnya. Sdh transfer ga bs back. Setlh lihat MTR ga bs back. Fitur tarik MTR sdh tdk ada lg."
Muhtar 011090,12/22/2022 2:10,5,positif,Good
ikifrans _its,12/22/2022 2:11,1,negatif,Selalu update terus.... mengecewakan.....
fairly nurhidayat,12/22/2022 2:12,5,positif,Bagus
Daud Diwil,12/22/2022 2:12,5,positif,"Aplikasix mantap, sangat membantu,"
ai noor,12/22/2022 2:14,1,negatif,"G bisa download, memakan banyak ruang ,,jdi g bisa dibuka ..lebih praktis yg biru ,simpel"
miptah sanjaya,12/22/2022 2:14,4,negatif,"Enakan yang awal ini ribet, detail transaksi terakhir susah liatnya.."
Harmianto Pelizz,12/22/2022 2:15,1,negatif,Jelek
Muhammad Akhlis,12/22/2022 2:17,5,positif,Sangat membantu sekali
Micko Nakmetro,12/22/2022 2:18,2,negatif,Ini livin kenapa perasaan bentar bentar suruh update... Hadehhhh ..
Loli Yana,12/22/2022 2:18,5,negatif,Tiap bulan minta di update mulu??ùë??ùë??ùë
Bonie bonie,12/22/2022 2:19,4,positif,Membantu banget!
Ayu Anarul Windiana,12/22/2022 2:21,3,negatif,"Sering bgt di suruh upgrade,jdi mlh takut data kita nya ilang belum kasian sama hp"" yg kapasitas nya penuh temen"" ku sering bgt ngluh gtu"
Maulani Khoirunnisa,12/22/2022 2:22,5,positif,Oke mantap
Dedi Kusnandar,12/22/2022 2:22,5,negatif,Susah buka nya kenapa
Herrie Prasetyo,12/22/2022 2:22,2,negatif,Kok sering bgt disuruh update? Baru tgl 11 Desember 2022 kemaren update.. Ini kok disuruh update lagi?!
Sondang Komariah,12/22/2022 2:23,3,negatif,Jangan bentar2 di upgrade dong
surakim kim,12/22/2022 2:24,5,positif,Bagus aplikasinya
konita sangka,12/22/2022 2:25,5,positif,Oke. Semoga semakin oke
Muhammad Muzakkirrahman,12/22/2022 2:25,5,positif,Mandiri jaya selalu
PerdanaTV,12/22/2022 2:25,1,negatif,Ko tidak bisa diupdate sudah berulang?? masih saja belum bisa
RAJA SHAH DIZA,12/22/2022 2:26,1,negatif,males banget livin mandiri skrng. cuman krna saya jualn online mknya tetep pakai buat cek transaksi. tau gini saya gk mau gnti ke livin gold. tiap kali mau transfer pdhal udh sering kerekening tujuan tapi gak kesave save. harus dketik ulang trus. sampai males. balikin lagi lah kelivin biru. minta upgrade tapi makin kuno. ksekelas mandiri yg udh punya nma masa gak bis cari pembuat aplikasi yang memadai. beneran kecewa
Budi Satria,12/22/2022 2:26,5,negatif,Di update malah jadi force close.di android 12.
Mamik Prakoso,12/22/2022 2:27,1,negatif,"Tiap di klik muncul tulisan update, sehari buka aplikasi 10x update nya juga 10x"
Hrry Mustika,12/22/2022 2:29,1,negatif,"Adeeeh upgrade aja pake aktivasi lagi, pake pulsa lagi. HADEEEEEEH. RIBET BENER YA... Aplikasi Perbankan yang lain saya punya tidak pake aktivasi lagi TINGGAL SIGN IN. Jelas BGT TIDAK mau RUGI. Masalah saya yang sblm-sblmnya aja belum TUNTAS. ""aktivasi yang berkali-kali karena sign out dengan sendirinya"" INI suruh saya AKTIVASI LAGI SETELAH UP GRADE VERSI TER UP DATE. HADEH TEPUK TANGAN SAYA BUAT BANK MANDIRI. SALDO PULSA SAYA DI EMBAT, BIAYA ADMIN BULANAN DI EMBAT. SEMUANYA PAKE BIAYA. EDAAAN."
Saeful ok,12/22/2022 2:29,3,negatif,Cara cek history emoney bagaimana ya dilivin... di mandiri mobile dulu bisa?
budi yanto,12/22/2022 2:30,1,negatif,"Update melulu, ga mau anteng, capek"
Fransiska Maro,12/22/2022 2:31,5,positif,Bagus
Hamnanot Nanot,12/22/2022 2:31,5,positif,Livin adalah layanan yg kami suka
Susilo Jember,12/22/2022 2:33,5,positif,Ok
Ariez Zuna,12/22/2022 2:33,4,negatif,"Fitur baru kelemahannya td bs save no rek. Tujuan.. Inj suruh upgrad, tp pas di uograd masih trouble, padahal udah succes 100%.. Gmn sih"
Sudrajat Sudrajat,12/22/2022 2:33,5,positif,Bagus sangat membantu
Mangontang Sihombing,12/22/2022 2:34,5,positif,Oke
Vesensia Yeny,12/22/2022 2:34,5,positif,Cepat transaksinya
Muhammad Latif,12/22/2022 2:36,1,negatif,"Cukup jahat ya mandiri skg. Cari uang dari update aplikasi, hampir tiap bulan minta update. Buat kita jd terganggu ajah."
Desi Nurwati,12/22/2022 2:36,2,negatif,Mengecewakan sekali. Selalu update. Pelayanan biasa saja
jkp Pras,12/22/2022 2:37,5,positif,Ok lah sekarang üù???è
Raisya Rista,12/22/2022 2:39,5,positif,Sangat membantu Ida Bagus Hariono Raisya Rista Julia linggani
Febby Ridho,12/22/2022 2:39,5,positif,mantap
Aryo Plue,12/22/2022 2:40,5,positif,Sangat mmbntu
ANAK RANTAU 23,12/22/2022 2:40,5,positif,sangat membantu
Kokom Komariah,12/22/2022 2:41,1,negatif,Ribet bgt pembaruan mulu kgk kaya bca....kgk ribet.... Pembaruan mulu memory w penuh
deky martasonjaya martasonjaya,12/22/2022 2:41,5,positif,Okeh
Angetyo Sumady,12/22/2022 2:42,4,negatif,Lama buka nya ga rekomendasi tolong mandiri perbaiki
ELEKTRONIKA DIY,12/22/2022 2:42,5,positif,Mantap jos
halimah hutabarat,12/22/2022 2:43,5,positif,Baik buat perjalanan
mas nang,12/22/2022 2:43,1,negatif,Bagi yang belom download. lbh baik jangan.. setelah di download. Asik minta update terus.. pembodohan
ester yulan,12/22/2022 2:43,3,negatif,Apakah Memang tiap bulan harus Wajib di update?
Nuri Lestari,12/22/2022 2:43,5,positif,Sangat membantu n lancar unt bertransaksi...smg tmbh sukses Amiin????
Waldi Hendri Waldi,12/22/2022 2:45,5,negatif,Kok update terus sih.....
Adlya Annisa,12/22/2022 2:46,3,negatif,Jangan lah selalu di suruh updet 1 bulan 2X..dikit2 updet dikit2 updet... Apalah.. Udah bagus.. Sangat membatu.. Tpibikin malas klo kyak gini
Erwin tumanggor,12/22/2022 2:48,1,negatif,2 kali salah masuk pasword langsug ubah pasword tak bagus aplikasinya jelek jelek
karnain baus,12/22/2022 2:48,4,positif,Mantap
Rahmad Budi Satria,12/22/2022 2:49,5,positif,Aku suka banget apk ini
Angga Papa,12/22/2022 2:49,5,positif,Sangat mudah untuk digunakan dan sangat membantu dalam proses transaksi
Fadli Zone,12/22/2022 2:51,1,negatif,"Parah ini di suruh update malah di suruh uninstall apk nya, ya bagus kalo langsung masuk, ini malah daftar ulang, setiap masukin no yang kita pakai gk bisa,"
Ando Ngabang,12/22/2022 2:53,5,positif,Until Saturday in is ok
Nana Setiana,12/22/2022 2:54,1,negatif,Kenapa sih harus di update berkali kali ???è Kalo ga di update malah ga bisa dibuka Nyusahin emang
yoga Boy Yoga Boy,12/22/2022 2:54,5,positif,Sangat baik sekali terimakasih.
Nafi Nafia,12/22/2022 2:54,1,negatif,Masak disuruh update terus sich? Beraa bulan sekali?? Ribet amat ni
jonsen,12/22/2022 2:55,5,positif,Mantap
Ramadan Halilintar,12/22/2022 2:57,4,positif,Baik dan mudah ???ç???ç
Nelvis Sagu,12/22/2022 2:58,1,negatif,Apk ini kurang baik
Mom Asher dan Abigael,12/22/2022 2:59,1,negatif,"Saran ,, jgn update apk muku , klo ga update ga bisa dibuka. Lama2 ga kepake nih aplikasi"
rama gen,12/22/2022 2:59,1,negatif,"Sepertinya aplikasi livin di jadikan untung tambahan dari mandiri tiap beberapa minggu pasti muncul pembaruan padahal tidak ada perubahan layanan yg signifikan,hanya ad pembaruan promo.kecewa."
AKM magazine,12/22/2022 2:59,4,negatif,"Tidak bisa di instal, padahal harus di update"
Mariana alfat rizka,12/22/2022 3:01,1,negatif,Kalo ngga di update ngga bisa di buka aplikasinya jadi harus update terus jadi merepotkan mana sekarang udah update malah ngga bisa di buka
Messandi 1993,12/22/2022 3:01,5,negatif,bunga pinjamannya terlalu besar
Joni Jones,12/22/2022 3:01,5,positif,Ok
Benedikta dyenierto,12/22/2022 3:02,1,negatif,"Aplikasi yg selalu update setiap bulan, mengecewakan"
Adel Bertus,12/22/2022 3:02,5,positif,Bagus livinnya
DwiNur Khaeni,12/22/2022 3:03,5,positif,Memuaskan dengan livin
Agung Tampan,12/22/2022 3:03,5,positif,Oke...
HamaraJaya Official,12/22/2022 3:04,5,positif,ok
Ravidho Ilis,12/22/2022 3:05,5,negatif,Ngak bisa di instal
Bocah Cilik,12/22/2022 3:06,1,negatif,Jangan update mulu woi. Habisin Kouta gue aja. Kalau ada update an ga bsa msk lagi org Lg butuh cepet juga
Arenggaade Kurniawan,12/22/2022 3:06,2,negatif,"Setelah diUpdate ko susah buat Login ya,,,"
Daryoto Sukardi,12/22/2022 3:06,3,positif,Alhamdulillah...
sarkiyah spd,12/22/2022 3:08,5,positif,Baik sekali
Fauzi Fau,12/22/2022 3:08,5,positif,Sangat baik
marlitawati sdn15,12/22/2022 3:09,5,positif,Fiturnya lengkap
Muhammad kadar Kadar,12/22/2022 3:10,5,positif,Bagus banget aplikasinya
Suryaman Hks,12/22/2022 3:10,1,negatif,Blm 1 bln mintak di update lgi ???????? jelek kali
Batam Batu aji,12/22/2022 3:11,5,positif,Sangat memuaskan
Winda siringo,12/22/2022 3:11,1,negatif,Buruk
Muhamad Arifin,12/22/2022 3:12,5,positif,Ok
Hasan Udin,12/22/2022 3:13,5,positif,Allhamdulillah ada Aplikasi Livin ini semua transaksi sy jadi lebih mudah dan pitur piturnya membantu sekali terima kasih LIVIN.
Anis Nirmalawati,12/22/2022 3:14,5,positif,livin serba memudahkan
Yustan Gohae,12/22/2022 3:14,5,positif,Mantap
Ujang Samsudin,12/22/2022 3:14,5,negatif,Diskon nya d tambah
Frisna Aprilliani,12/22/2022 3:15,5,positif,Good job
Aryo Pratama,12/22/2022 3:16,5,positif,Bgus ???????????????ç???ç???ç
Waldy Afuar,12/22/2022 3:16,1,negatif,Update terus.. aduuh
iskandar iskandar,12/22/2022 3:17,4,positif,bagus aplikasi nya sya kasih bintang ????????????????
Lilik Supriadi,12/22/2022 3:20,5,positif,Sangat mudah di fahami
muhamad afirmansyah,12/22/2022 3:21,2,negatif,Makin kesini makin g jelas sama apk Livin harus update tiap bulan
KhaLiz D,12/22/2022 3:23,5,positif,Keren
tata sutarja,12/22/2022 3:25,4,positif,Alhamdulillah dgn adanya fasilitas mbanking ini segala urusan ransaksi keuangan berjalan dgn lancar tanpa terkendala waktu dan tempat. Tks.
Amel Lia,12/22/2022 3:26,5,positif,Bagus sekali
Elda Riza,12/22/2022 3:27,5,positif,bagus
adi prastanto,12/22/2022 3:27,1,negatif,Update bolak balik...hadeuuuh...
engkus kusnadi,12/22/2022 3:28,1,negatif,Selalu minta apdetan tetus....???ò
Adji Saka,12/22/2022 3:28,4,positif,"Sangat memudahkan bertransaksi,"
yusri j essu,12/22/2022 3:28,5,positif,Sangat baik
Iril Bjb,12/22/2022 3:28,1,negatif,"Aneh ini aplikasi nya,mnta update tp gak bs d instal,buruk ini gak bs msk juga mau cek saldo dan lain nya,brp kali d coba update tp gak bs d instal"
Ananto pratekno,12/22/2022 3:30,1,negatif,Lelet geogle play di HP realme c31
Fitria Febri,12/22/2022 3:31,1,negatif,"Bukan tambah bagus malah tambah jelek,d suruh update tp di updt mlh tdk bisa"
Agus Mi,12/22/2022 3:33,3,negatif,"Updet teruss,, untuk diketahui pengembang, tidak semua hape ada memorinya ,tuluy we adpet lah,musingkeun"
Daniel Talantan,12/22/2022 3:33,5,positif,Mantap !!!
Erna Nuraeni,12/22/2022 3:34,3,negatif,"Terlalu sering update, tapi aplikasi masih sama saja ga banyak perubahan"
Yr. Dhanii,12/22/2022 3:34,2,negatif,"Mau buka suruh update , padahal kemarin?? juga baru update"
Ilman Kuplak,12/22/2022 3:34,5,positif,Mantappp
Iswanto Ipul,12/22/2022 3:34,4,positif,Sangat membantu dg adanya aplikasi livin' by mandiri
Put Ropi,12/22/2022 3:37,5,negatif,Tolong perbaiki
setiahadi pramudi,12/22/2022 3:37,5,positif,Mantab
Genjer Layu,12/22/2022 3:38,1,negatif,Payah di update malah gak bisa login muter doang... Mending gak usah update.
Yohanes Lea,12/22/2022 3:39,1,negatif,Biru lebih mudah dan nyaman bagi pengguna..kuning ga jelasss
Dayat yoyo,12/22/2022 3:39,5,positif,Proses nya cepat
Karangagung Agung,12/22/2022 3:40,5,positif,Senang teransaksi lewat Livin tajam terpercaya.
Nursifajaya gorden Interior,12/22/2022 3:41,5,positif,Sangat membantu
Ahmad Yani,12/22/2022 3:43,5,positif,Mantap apljkasi satu buat semua
Sapu Jagat,12/22/2022 3:43,5,positif,Good
dianto maman,12/22/2022 3:45,5,positif,Memudahkan kita buat transaksi
gery bontoe,12/22/2022 3:45,1,negatif,KEBANYAKAN UPDATEEEEEEEEEEEE MEMORI PENUHHH
Eca maesa,12/22/2022 3:47,1,negatif,Makin Parah Dan buruk Di abdate malah kga bisa di buka
Muhammad Nuh,12/22/2022 3:48,5,positif,sejauh ini tidak ada kendala yang saya alami
Hairulraflindo Utama,12/22/2022 3:48,1,negatif,Jelek bgt sih setelah updete gila susah banget ngebuka berat. BUMN begini APK jelek
Mizan 218,12/22/2022 3:49,1,negatif,Updet lagi updet lagi enak kl makin bagus payah
Andri Andrianto,12/22/2022 3:49,1,negatif,Koneksinya lemot minta update update terus begitu - begitu doang
Deasy Eka,12/22/2022 3:49,3,negatif,"Kenapa harus update terus, hp kentangku menangis????"
Edy Didik,12/22/2022 3:49,1,negatif,Keseringan update terus kalau update itu GK usah terus terusan
Pelipus Gala,12/22/2022 3:50,1,negatif,"Sangat2 tdk bagus tiap saat di update bikin habis kuota, pembodohan nasabah akal2an mencari untung, tdk di update tdk bisa loading dasar pembodohan"
agus aquatic,12/22/2022 3:50,1,negatif,Update terus ????
